tokens,token_n,N_1,new
soon,18347,18347,1
as,18348,18348,1
possible,18349,18349,1
.,18350,18350,1
He,18351,18351,1
complied,18352,18352,1
",",18353,18353,1
and,18354,18354,1
then,18355,18355,1
proceeded,18356,18356,1
to,18357,18357,1
wash,18358,18358,0
himself,18359,18359,1
.,18360,18360,1
At,18361,18361,1
that,18362,18362,1
time,18363,18363,1
in,18364,18364,1
the,18365,18365,1
morning,18366,18366,1
any,18367,18367,1
Christian,18368,18368,1
would,18369,18369,1
have,18370,18370,1
washed,18371,18371,1
his,18372,18372,1
face,18373,18373,1
;,18374,18374,1
but,18375,18375,1
Queequeg,18376,18376,1
",",18377,18377,1
to,18378,18378,1
my,18379,18379,1
amazement,18380,18380,0
",",18381,18381,1
contented,18382,18382,0
himself,18383,18383,1
with,18384,18384,1
restricting,18385,18385,0
his,18386,18386,1
ablutions,18387,18387,0
to,18388,18388,1
his,18389,18389,1
chest,18390,18390,1
",",18391,18391,1
arms,18392,18392,1
",",18393,18393,1
and,18394,18394,1
hands,18395,18395,1
.,18396,18396,1
He,18397,18397,1
then,18398,18398,1
donned,18399,18399,0
his,18400,18400,1
waistcoat,18401,18401,0
",",18402,18402,1
and,18403,18403,1
taking,18404,18404,1
up,18405,18405,1
a,18406,18406,1
piece,18407,18407,0
of,18408,18408,1
hard,18409,18409,1
soap,18410,18410,0
on,18411,18411,1
the,18412,18412,1
wash-stand,18413,18413,1
centre,18414,18414,1
table,18415,18415,1
",",18416,18416,1
dipped,18417,18417,0
it,18418,18418,1
into,18419,18419,1
water,18420,18420,1
and,18421,18421,1
commenced,18422,18422,1
lathering,18423,18423,0
his,18424,18424,1
face,18425,18425,1
.,18426,18426,1
I,18427,18427,1
was,18428,18428,1
watching,18429,18429,1
to,18430,18430,1
see,18431,18431,1
where,18432,18432,1
he,18433,18433,1
kept,18434,18434,1
his,18435,18435,1
razor,18436,18436,0
",",18437,18437,1
when,18438,18438,1
lo,18439,18439,0
and,18440,18440,1
behold,18441,18441,0
",",18442,18442,1
he,18443,18443,1
takes,18444,18444,1
the,18445,18445,1
harpoon,18446,18446,1
from,18447,18447,1
the,18448,18448,1
bed,18449,18449,1
corner,18450,18450,1
",",18451,18451,1
slips,18452,18452,0
out,18453,18453,1
the,18454,18454,1
long,18455,18455,1
wooden,18456,18456,1
stock,18457,18457,0
",",18458,18458,1
unsheathes,18459,18459,0
the,18460,18460,1
head,18461,18461,1
",",18462,18462,1
whets,18463,18463,0
it,18464,18464,1
a,18465,18465,1
little,18466,18466,1
on,18467,18467,1
his,18468,18468,1
boot,18469,18469,0
",",18470,18470,1
and,18471,18471,1
striding,18472,18472,0
up,18473,18473,1
to,18474,18474,1
the,18475,18475,1
bit,18476,18476,1
of,18477,18477,1
mirror,18478,18478,0
against,18479,18479,1
the,18480,18480,1
wall,18481,18481,1
",",18482,18482,1
begins,18483,18483,0
a,18484,18484,1
vigorous,18485,18485,0
scraping,18486,18486,0
",",18487,18487,1
or,18488,18488,1
rather,18489,18489,1
harpooning,18490,18490,0
of,18491,18491,1
his,18492,18492,1
cheeks,18493,18493,1
.,18494,18494,1
Thinks,18495,18495,1
I,18496,18496,1
",",18497,18497,1
Queequeg,18498,18498,1
",",18499,18499,1
this,18500,18500,1
is,18501,18501,1
using,18502,18502,0
Rogers,18503,18503,0
’,18504,18504,1
s,18505,18505,1
best,18506,18506,1
cutlery,18507,18507,0
with,18508,18508,1
a,18509,18509,1
vengeance,18510,18510,0
.,18511,18511,1
Afterwards,18512,18512,0
I,18513,18513,1
wondered,18514,18514,1
the,18515,18515,1
less,18516,18516,1
at,18517,18517,1
this,18518,18518,1
operation,18519,18519,0
when,18520,18520,1
I,18521,18521,1
came,18522,18522,1
to,18523,18523,1
know,18524,18524,1
of,18525,18525,1
what,18526,18526,1
fine,18527,18527,1
steel,18528,18528,1
the,18529,18529,1
head,18530,18530,1
of,18531,18531,1
a,18532,18532,1
harpoon,18533,18533,1
is,18534,18534,1
made,18535,18535,1
",",18536,18536,1
and,18537,18537,1
how,18538,18538,1
exceedingly,18539,18539,0
sharp,18540,18540,1
the,18541,18541,1
long,18542,18542,1
straight,18543,18543,1
edges,18544,18544,1
are,18545,18545,1
always,18546,18546,1
kept,18547,18547,1
.,18548,18548,1
The,18549,18549,1
rest,18550,18550,1
of,18551,18551,1
his,18552,18552,1
toilet,18553,18553,1
was,18554,18554,1
soon,18555,18555,1
achieved,18556,18556,0
",",18557,18557,1
and,18558,18558,1
he,18559,18559,1
proudly,18560,18560,0
marched,18561,18561,0
out,18562,18562,1
of,18563,18563,1
the,18564,18564,1
room,18565,18565,1
",",18566,18566,1
wrapped,18567,18567,1
up,18568,18568,1
in,18569,18569,1
his,18570,18570,1
great,18571,18571,1
pilot,18572,18572,0
monkey,18573,18573,1
jacket,18574,18574,1
",",18575,18575,1
and,18576,18576,1
sporting,18577,18577,1
his,18578,18578,1
harpoon,18579,18579,1
like,18580,18580,1
a,18581,18581,1
marshal,18582,18582,0
’,18583,18583,1
s,18584,18584,1
baton,18585,18585,0
.,18586,18586,1
CHAPTER,18587,18587,1
5,18588,18588,1
.,18589,18589,1
Breakfast,18590,18590,1
.,18591,18591,1
I,18592,18592,1
quickly,18593,18593,0
followed,18594,18594,1
suit,18595,18595,1
",",18596,18596,1
and,18597,18597,1
descending,18598,18598,0
into,18599,18599,1
the,18600,18600,1
bar-room,18601,18601,1
accosted,18602,18602,0
the,18603,18603,1
grinning,18604,18604,1
landlord,18605,18605,1
very,18606,18606,1
pleasantly,18607,18607,0
.,18608,18608,1
I,18609,18609,1
cherished,18610,18610,0
no,18611,18611,1
malice,18612,18612,0
towards,18613,18613,1
him,18614,18614,1
",",18615,18615,1
though,18616,18616,1
he,18617,18617,1
had,18618,18618,1
been,18619,18619,1
skylarking,18620,18620,0
with,18621,18621,1
me,18622,18622,1
not,18623,18623,1
a,18624,18624,1
little,18625,18625,1
in,18626,18626,1
the,18627,18627,1
matter,18628,18628,1
of,18629,18629,1
my,18630,18630,1
bedfellow,18631,18631,1
.,18632,18632,1
However,18633,18633,1
",",18634,18634,1
a,18635,18635,1
good,18636,18636,1
laugh,18637,18637,0
is,18638,18638,1
a,18639,18639,1
mighty,18640,18640,1
good,18641,18641,1
thing,18642,18642,1
",",18643,18643,1
and,18644,18644,1
rather,18645,18645,1
too,18646,18646,1
scarce,18647,18647,0
a,18648,18648,1
good,18649,18649,1
thing,18650,18650,1
;,18651,18651,1
the,18652,18652,1
more,18653,18653,1
’,18654,18654,1
s,18655,18655,1
the,18656,18656,1
pity,18657,18657,1
.,18658,18658,1
So,18659,18659,1
",",18660,18660,1
if,18661,18661,1
any,18662,18662,1
one,18663,18663,1
man,18664,18664,1
",",18665,18665,1
in,18666,18666,1
his,18667,18667,1
own,18668,18668,1
proper,18669,18669,0
person,18670,18670,1
",",18671,18671,1
afford,18672,18672,1
stuff,18673,18673,0
for,18674,18674,1
a,18675,18675,1
good,18676,18676,1
joke,18677,18677,0
to,18678,18678,1
anybody,18679,18679,1
",",18680,18680,1
let,18681,18681,1
him,18682,18682,1
not,18683,18683,1
be,18684,18684,1
backward,18685,18685,0
",",18686,18686,1
but,18687,18687,1
let,18688,18688,1
him,18689,18689,1
cheerfully,18690,18690,1
allow,18691,18691,0
himself,18692,18692,1
to,18693,18693,1
spend,18694,18694,1
and,18695,18695,1
be,18696,18696,1
spent,18697,18697,1
in,18698,18698,1
that,18699,18699,1
way,18700,18700,1
.,18701,18701,1
And,18702,18702,1
the,18703,18703,1
man,18704,18704,1
that,18705,18705,1
has,18706,18706,1
anything,18707,18707,1
bountifully,18708,18708,0
laughable,18709,18709,0
about,18710,18710,1
him,18711,18711,1
",",18712,18712,1
be,18713,18713,1
sure,18714,18714,1
there,18715,18715,1
is,18716,18716,1
more,18717,18717,1
in,18718,18718,1
that,18719,18719,1
man,18720,18720,1
than,18721,18721,1
you,18722,18722,1
perhaps,18723,18723,1
think,18724,18724,1
for,18725,18725,1
.,18726,18726,1
The,18727,18727,1
bar-room,18728,18728,1
was,18729,18729,1
now,18730,18730,1
full,18731,18731,1
of,18732,18732,1
the,18733,18733,1
boarders,18734,18734,1
who,18735,18735,1
had,18736,18736,1
been,18737,18737,1
dropping,18738,18738,1
in,18739,18739,1
the,18740,18740,1
night,18741,18741,1
previous,18742,18742,1
",",18743,18743,1
and,18744,18744,1
whom,18745,18745,1
I,18746,18746,1
had,18747,18747,1
not,18748,18748,1
as,18749,18749,1
yet,18750,18750,1
had,18751,18751,1
a,18752,18752,1
good,18753,18753,1
look,18754,18754,1
at,18755,18755,1
.,18756,18756,1
They,18757,18757,1
were,18758,18758,1
nearly,18759,18759,1
all,18760,18760,1
whalemen,18761,18761,1
;,18762,18762,1
chief,18763,18763,1
mates,18764,18764,0
",",18765,18765,1
and,18766,18766,1
second,18767,18767,1
mates,18768,18768,1
",",18769,18769,1
and,18770,18770,1
third,18771,18771,1
mates,18772,18772,1
",",18773,18773,1
and,18774,18774,1
sea,18775,18775,1
carpenters,18776,18776,0
",",18777,18777,1
and,18778,18778,1
sea,18779,18779,1
coopers,18780,18780,0
",",18781,18781,1
and,18782,18782,1
sea,18783,18783,1
blacksmiths,18784,18784,0
",",18785,18785,1
and,18786,18786,1
harpooneers,18787,18787,1
",",18788,18788,1
and,18789,18789,1
ship,18790,18790,1
keepers,18791,18791,0
;,18792,18792,1
a,18793,18793,1
brown,18794,18794,1
and,18795,18795,1
brawny,18796,18796,0
company,18797,18797,1
",",18798,18798,1
with,18799,18799,1
bosky,18800,18800,0
beards,18801,18801,1
;,18802,18802,1
an,18803,18803,1
unshorn,18804,18804,0
",",18805,18805,1
shaggy,18806,18806,1
set,18807,18807,1
",",18808,18808,1
all,18809,18809,1
wearing,18810,18810,1
monkey,18811,18811,1
jackets,18812,18812,1
for,18813,18813,1
morning,18814,18814,1
gowns,18815,18815,0
.,18816,18816,1
You,18817,18817,1
could,18818,18818,1
pretty,18819,18819,1
plainly,18820,18820,1
tell,18821,18821,1
how,18822,18822,1
long,18823,18823,1
each,18824,18824,1
one,18825,18825,1
had,18826,18826,1
been,18827,18827,1
ashore,18828,18828,1
.,18829,18829,1
This,18830,18830,1
young,18831,18831,1
fellow,18832,18832,1
’,18833,18833,1
s,18834,18834,1
healthy,18835,18835,1
cheek,18836,18836,0
is,18837,18837,1
like,18838,18838,1
a,18839,18839,1
sun-toasted,18840,18840,0
pear,18841,18841,0
in,18842,18842,1
hue,18843,18843,0
",",18844,18844,1
and,18845,18845,1
would,18846,18846,1
seem,18847,18847,1
to,18848,18848,1
smell,18849,18849,1
almost,18850,18850,1
as,18851,18851,1
musky,18852,18852,0
;,18853,18853,1
he,18854,18854,1
can,18855,18855,1
not,18856,18856,1
have,18857,18857,1
been,18858,18858,1
three,18859,18859,1
days,18860,18860,1
landed,18861,18861,1
from,18862,18862,1
his,18863,18863,1
Indian,18864,18864,1
voyage,18865,18865,1
.,18866,18866,1
That,18867,18867,1
man,18868,18868,1
next,18869,18869,1
him,18870,18870,1
looks,18871,18871,0
a,18872,18872,1
few,18873,18873,1
shades,18874,18874,1
lighter,18875,18875,0
;,18876,18876,1
you,18877,18877,1
might,18878,18878,1
say,18879,18879,1
a,18880,18880,1
touch,18881,18881,1
of,18882,18882,1
satin,18883,18883,0
wood,18884,18884,0
is,18885,18885,1
in,18886,18886,1
him,18887,18887,1
.,18888,18888,1
In,18889,18889,1
the,18890,18890,1
complexion,18891,18891,1
of,18892,18892,1
a,18893,18893,1
third,18894,18894,1
still,18895,18895,1
lingers,18896,18896,0
a,18897,18897,1
tropic,18898,18898,0
tawn,18899,18899,0
",",18900,18900,1
but,18901,18901,1
slightly,18902,18902,0
bleached,18903,18903,0
withal,18904,18904,0
;,18905,18905,1
_he_,18906,18906,0
doubtless,18907,18907,1
has,18908,18908,1
tarried,18909,18909,0
whole,18910,18910,1
weeks,18911,18911,1
ashore,18912,18912,1
.,18913,18913,1
But,18914,18914,1
who,18915,18915,1
could,18916,18916,1
show,18917,18917,1
a,18918,18918,1
cheek,18919,18919,1
like,18920,18920,1
Queequeg,18921,18921,1
?,18922,18922,1
which,18923,18923,1
",",18924,18924,1
barred,18925,18925,0
with,18926,18926,1
various,18927,18927,1
tints,18928,18928,0
",",18929,18929,1
seemed,18930,18930,1
like,18931,18931,1
the,18932,18932,1
Andes,18933,18933,0
’,18934,18934,1
western,18935,18935,0
slope,18936,18936,0
",",18937,18937,1
to,18938,18938,1
show,18939,18939,1
forth,18940,18940,1
in,18941,18941,1
one,18942,18942,1
array,18943,18943,1
",",18944,18944,1
contrasting,18945,18945,0
climates,18946,18946,0
",",18947,18947,1
zone,18948,18948,0
by,18949,18949,1
zone,18950,18950,1
.,18951,18951,1
“,18952,18952,1
Grub,18953,18953,0
",",18954,18954,1
ho,18955,18955,0
!,18956,18956,1
”,18957,18957,1
now,18958,18958,1
cried,18959,18959,1
the,18960,18960,1
landlord,18961,18961,1
",",18962,18962,1
flinging,18963,18963,0
open,18964,18964,1
a,18965,18965,1
door,18966,18966,1
",",18967,18967,1
and,18968,18968,1
in,18969,18969,1
we,18970,18970,1
went,18971,18971,1
to,18972,18972,1
breakfast,18973,18973,0
.,18974,18974,1
They,18975,18975,1
say,18976,18976,1
that,18977,18977,1
men,18978,18978,1
who,18979,18979,1
have,18980,18980,1
seen,18981,18981,1
the,18982,18982,1
world,18983,18983,1
",",18984,18984,1
thereby,18985,18985,1
become,18986,18986,1
quite,18987,18987,1
at,18988,18988,1
ease,18989,18989,1
in,18990,18990,1
manner,18991,18991,1
",",18992,18992,1
quite,18993,18993,1
self-possessed,18994,18994,0
in,18995,18995,1
company,18996,18996,1
.,18997,18997,1
Not,18998,18998,1
always,18999,18999,1
",",19000,19000,1
though,19001,19001,1
:,19002,19002,1
Ledyard,19003,19003,0
",",19004,19004,1
the,19005,19005,1
great,19006,19006,1
New,19007,19007,1
England,19008,19008,1
traveller,19009,19009,0
",",19010,19010,1
and,19011,19011,1
Mungo,19012,19012,0
Park,19013,19013,0
",",19014,19014,1
the,19015,19015,1
Scotch,19016,19016,0
one,19017,19017,1
;,19018,19018,1
of,19019,19019,1
all,19020,19020,1
men,19021,19021,1
",",19022,19022,1
they,19023,19023,1
possessed,19024,19024,1
the,19025,19025,1
least,19026,19026,1
assurance,19027,19027,0
in,19028,19028,1
the,19029,19029,1
parlor,19030,19030,0
.,19031,19031,1
But,19032,19032,1
perhaps,19033,19033,1
the,19034,19034,1
mere,19035,19035,1
crossing,19036,19036,0
of,19037,19037,1
Siberia,19038,19038,0
in,19039,19039,1
a,19040,19040,1
sledge,19041,19041,0
drawn,19042,19042,1
by,19043,19043,1
dogs,19044,19044,1
as,19045,19045,1
Ledyard,19046,19046,1
did,19047,19047,1
",",19048,19048,1
or,19049,19049,1
the,19050,19050,1
taking,19051,19051,1
a,19052,19052,1
long,19053,19053,1
solitary,19054,19054,0
walk,19055,19055,0
on,19056,19056,1
an,19057,19057,1
empty,19058,19058,1
stomach,19059,19059,0
",",19060,19060,1
in,19061,19061,1
the,19062,19062,1
negro,19063,19063,1
heart,19064,19064,1
of,19065,19065,1
Africa,19066,19066,1
",",19067,19067,1
which,19068,19068,1
was,19069,19069,1
the,19070,19070,1
sum,19071,19071,0
of,19072,19072,1
poor,19073,19073,1
Mungo,19074,19074,1
’,19075,19075,1
s,19076,19076,1
performances—this,19077,19077,0
kind,19078,19078,1
of,19079,19079,1
travel,19080,19080,1
",",19081,19081,1
I,19082,19082,1
say,19083,19083,1
",",19084,19084,1
may,19085,19085,1
not,19086,19086,1
be,19087,19087,1
the,19088,19088,1
very,19089,19089,1
best,19090,19090,1
mode,19091,19091,0
of,19092,19092,1
attaining,19093,19093,0
a,19094,19094,1
high,19095,19095,1
social,19096,19096,1
polish,19097,19097,0
.,19098,19098,1
Still,19099,19099,1
",",19100,19100,1
for,19101,19101,1
the,19102,19102,1
most,19103,19103,1
part,19104,19104,1
",",19105,19105,1
that,19106,19106,1
sort,19107,19107,1
of,19108,19108,1
thing,19109,19109,1
is,19110,19110,1
to,19111,19111,1
be,19112,19112,1
had,19113,19113,1
anywhere,19114,19114,0
.,19115,19115,1
These,19116,19116,1
reflections,19117,19117,0
just,19118,19118,1
here,19119,19119,1
are,19120,19120,1
occasioned,19121,19121,0
by,19122,19122,1
the,19123,19123,1
circumstance,19124,19124,1
that,19125,19125,1
after,19126,19126,1
we,19127,19127,1
were,19128,19128,1
all,19129,19129,1
seated,19130,19130,1
at,19131,19131,1
the,19132,19132,1
table,19133,19133,1
",",19134,19134,1
and,19135,19135,1
I,19136,19136,1
was,19137,19137,1
preparing,19138,19138,0
to,19139,19139,1
hear,19140,19140,1
some,19141,19141,1
good,19142,19142,1
stories,19143,19143,1
about,19144,19144,1
whaling,19145,19145,1
;,19146,19146,1
to,19147,19147,1
my,19148,19148,1
no,19149,19149,1
small,19150,19150,1
surprise,19151,19151,1
",",19152,19152,1
nearly,19153,19153,1
every,19154,19154,1
man,19155,19155,1
maintained,19156,19156,0
a,19157,19157,1
profound,19158,19158,0
silence,19159,19159,0
.,19160,19160,1
And,19161,19161,1
not,19162,19162,1
only,19163,19163,1
that,19164,19164,1
",",19165,19165,1
but,19166,19166,1
they,19167,19167,1
looked,19168,19168,1
embarrassed,19169,19169,0
.,19170,19170,1
Yes,19171,19171,1
",",19172,19172,1
here,19173,19173,1
were,19174,19174,1
a,19175,19175,1
set,19176,19176,1
of,19177,19177,1
sea-dogs,19178,19178,0
",",19179,19179,1
many,19180,19180,1
of,19181,19181,1
whom,19182,19182,1
without,19183,19183,1
the,19184,19184,1
slightest,19185,19185,0
bashfulness,19186,19186,0
had,19187,19187,1
boarded,19188,19188,0
great,19189,19189,1
whales,19190,19190,1
on,19191,19191,1
the,19192,19192,1
high,19193,19193,1
seas—entire,19194,19194,0
strangers,19195,19195,0
to,19196,19196,1
them—and,19197,19197,0
duelled,19198,19198,0
them,19199,19199,1
dead,19200,19200,1
without,19201,19201,1
winking,19202,19202,0
;,19203,19203,1
and,19204,19204,1
yet,19205,19205,1
",",19206,19206,1
here,19207,19207,1
they,19208,19208,1
sat,19209,19209,1
at,19210,19210,1
a,19211,19211,1
social,19212,19212,1
breakfast,19213,19213,1
table—all,19214,19214,0
of,19215,19215,1
the,19216,19216,1
same,19217,19217,1
calling,19218,19218,0
",",19219,19219,1
all,19220,19220,1
of,19221,19221,1
kindred,19222,19222,0
tastes—looking,19223,19223,0
round,19224,19224,1
as,19225,19225,1
sheepishly,19226,19226,0
at,19227,19227,1
each,19228,19228,1
other,19229,19229,1
as,19230,19230,1
though,19231,19231,1
they,19232,19232,1
had,19233,19233,1
never,19234,19234,1
been,19235,19235,1
out,19236,19236,1
of,19237,19237,1
sight,19238,19238,1
of,19239,19239,1
some,19240,19240,1
sheepfold,19241,19241,0
among,19242,19242,1
the,19243,19243,1
Green,19244,19244,0
Mountains,19245,19245,1
.,19246,19246,1
A,19247,19247,1
curious,19248,19248,1
sight,19249,19249,1
;,19250,19250,1
these,19251,19251,1
bashful,19252,19252,0
bears,19253,19253,1
",",19254,19254,1
these,19255,19255,1
timid,19256,19256,0
warrior,19257,19257,0
whalemen,19258,19258,1
!,19259,19259,1
But,19260,19260,1
as,19261,19261,1
for,19262,19262,1
Queequeg—why,19263,19263,0
",",19264,19264,1
Queequeg,19265,19265,1
sat,19266,19266,1
there,19267,19267,1
among,19268,19268,1
them—at,19269,19269,0
the,19270,19270,1
head,19271,19271,1
of,19272,19272,1
the,19273,19273,1
table,19274,19274,1
",",19275,19275,1
too,19276,19276,1
",",19277,19277,1
it,19278,19278,1
so,19279,19279,1
chanced,19280,19280,1
;,19281,19281,1
as,19282,19282,1
cool,19283,19283,1
as,19284,19284,1
an,19285,19285,1
icicle,19286,19286,0
.,19287,19287,1
To,19288,19288,1
be,19289,19289,1
sure,19290,19290,1
I,19291,19291,1
can,19292,19292,1
not,19293,19293,1
say,19294,19294,1
much,19295,19295,1
for,19296,19296,1
his,19297,19297,1
breeding,19298,19298,1
.,19299,19299,1
His,19300,19300,1
greatest,19301,19301,1
admirer,19302,19302,0
could,19303,19303,1
not,19304,19304,1
have,19305,19305,1
cordially,19306,19306,0
justified,19307,19307,0
his,19308,19308,1
bringing,19309,19309,1
his,19310,19310,1
harpoon,19311,19311,1
into,19312,19312,1
breakfast,19313,19313,1
with,19314,19314,1
him,19315,19315,1
",",19316,19316,1
and,19317,19317,1
using,19318,19318,1
it,19319,19319,1
there,19320,19320,1
without,19321,19321,1
ceremony,19322,19322,0
;,19323,19323,1
reaching,19324,19324,1
over,19325,19325,1
the,19326,19326,1
table,19327,19327,1
with,19328,19328,1
it,19329,19329,1
",",19330,19330,1
to,19331,19331,1
the,19332,19332,1
imminent,19333,19333,0
jeopardy,19334,19334,0
of,19335,19335,1
many,19336,19336,1
heads,19337,19337,1
",",19338,19338,1
and,19339,19339,1
grappling,19340,19340,0
the,19341,19341,1
beefsteaks,19342,19342,0
towards,19343,19343,1
him,19344,19344,1
.,19345,19345,1
But,19346,19346,1
_that_,19347,19347,0
was,19348,19348,1
certainly,19349,19349,1
very,19350,19350,1
coolly,19351,19351,0
done,19352,19352,1
by,19353,19353,1
him,19354,19354,1
",",19355,19355,1
and,19356,19356,1
every,19357,19357,1
one,19358,19358,1
knows,19359,19359,1
that,19360,19360,1
in,19361,19361,1
most,19362,19362,1
people,19363,19363,1
’,19364,19364,1
s,19365,19365,1
estimation,19366,19366,0
",",19367,19367,1
to,19368,19368,1
do,19369,19369,1
anything,19370,19370,1
coolly,19371,19371,1
is,19372,19372,1
to,19373,19373,1
do,19374,19374,1
it,19375,19375,1
