tokens,token_n,N_1,new
help,17026,17026,1
for,17027,17027,1
it,17028,17028,1
",",17029,17029,1
so,17030,17030,1
up,17031,17031,1
stairs,17032,17032,1
I,17033,17033,1
went,17034,17034,1
to,17035,17035,1
my,17036,17036,1
little,17037,17037,1
room,17038,17038,1
in,17039,17039,1
the,17040,17040,1
third,17041,17041,0
floor,17042,17042,1
",",17043,17043,1
undressed,17044,17044,1
myself,17045,17045,1
as,17046,17046,1
slowly,17047,17047,1
as,17048,17048,1
possible,17049,17049,1
so,17050,17050,1
as,17051,17051,1
to,17052,17052,1
kill,17053,17053,1
time,17054,17054,1
",",17055,17055,1
and,17056,17056,1
with,17057,17057,1
a,17058,17058,1
bitter,17059,17059,1
sigh,17060,17060,0
got,17061,17061,1
between,17062,17062,1
the,17063,17063,1
sheets,17064,17064,0
.,17065,17065,1
I,17066,17066,1
lay,17067,17067,1
there,17068,17068,1
dismally,17069,17069,0
calculating,17070,17070,0
that,17071,17071,1
sixteen,17072,17072,0
entire,17073,17073,0
hours,17074,17074,1
must,17075,17075,1
elapse,17076,17076,0
before,17077,17077,1
I,17078,17078,1
could,17079,17079,1
hope,17080,17080,0
for,17081,17081,1
a,17082,17082,1
resurrection,17083,17083,0
.,17084,17084,1
Sixteen,17085,17085,0
hours,17086,17086,1
in,17087,17087,1
bed,17088,17088,1
!,17089,17089,1
the,17090,17090,1
small,17091,17091,1
of,17092,17092,1
my,17093,17093,1
back,17094,17094,1
ached,17095,17095,0
to,17096,17096,1
think,17097,17097,1
of,17098,17098,1
it,17099,17099,1
.,17100,17100,1
And,17101,17101,1
it,17102,17102,1
was,17103,17103,1
so,17104,17104,1
light,17105,17105,1
too,17106,17106,1
;,17107,17107,1
the,17108,17108,1
sun,17109,17109,1
shining,17110,17110,0
in,17111,17111,1
at,17112,17112,1
the,17113,17113,1
window,17114,17114,1
",",17115,17115,1
and,17116,17116,1
a,17117,17117,1
great,17118,17118,1
rattling,17119,17119,0
of,17120,17120,1
coaches,17121,17121,0
in,17122,17122,1
the,17123,17123,1
streets,17124,17124,1
",",17125,17125,1
and,17126,17126,1
the,17127,17127,1
sound,17128,17128,0
of,17129,17129,1
gay,17130,17130,1
voices,17131,17131,0
all,17132,17132,1
over,17133,17133,1
the,17134,17134,1
house,17135,17135,1
.,17136,17136,1
I,17137,17137,1
felt,17138,17138,1
worse,17139,17139,1
and,17140,17140,1
worse—at,17141,17141,0
last,17142,17142,1
I,17143,17143,1
got,17144,17144,1
up,17145,17145,1
",",17146,17146,1
dressed,17147,17147,0
",",17148,17148,1
and,17149,17149,1
softly,17150,17150,0
going,17151,17151,1
down,17152,17152,1
in,17153,17153,1
my,17154,17154,1
stockinged,17155,17155,0
feet,17156,17156,1
",",17157,17157,1
sought,17158,17158,1
out,17159,17159,1
my,17160,17160,1
stepmother,17161,17161,1
",",17162,17162,1
and,17163,17163,1
suddenly,17164,17164,1
threw,17165,17165,1
myself,17166,17166,1
at,17167,17167,1
her,17168,17168,1
feet,17169,17169,1
",",17170,17170,1
beseeching,17171,17171,0
her,17172,17172,1
as,17173,17173,1
a,17174,17174,1
particular,17175,17175,1
favour,17176,17176,0
to,17177,17177,1
give,17178,17178,1
me,17179,17179,1
a,17180,17180,1
good,17181,17181,1
slippering,17182,17182,0
for,17183,17183,1
my,17184,17184,1
misbehaviour,17185,17185,0
;,17186,17186,1
anything,17187,17187,1
indeed,17188,17188,1
but,17189,17189,1
condemning,17190,17190,0
me,17191,17191,1
to,17192,17192,1
lie,17193,17193,1
abed,17194,17194,0
such,17195,17195,1
an,17196,17196,1
unendurable,17197,17197,0
length,17198,17198,1
of,17199,17199,1
time,17200,17200,1
.,17201,17201,1
But,17202,17202,1
she,17203,17203,1
was,17204,17204,1
the,17205,17205,1
best,17206,17206,1
and,17207,17207,1
most,17208,17208,1
conscientious,17209,17209,0
of,17210,17210,1
stepmothers,17211,17211,0
",",17212,17212,1
and,17213,17213,1
back,17214,17214,1
I,17215,17215,1
had,17216,17216,1
to,17217,17217,1
go,17218,17218,1
to,17219,17219,1
my,17220,17220,1
room,17221,17221,1
.,17222,17222,1
For,17223,17223,1
several,17224,17224,0
hours,17225,17225,1
I,17226,17226,1
lay,17227,17227,1
there,17228,17228,1
broad,17229,17229,1
awake,17230,17230,0
",",17231,17231,1
feeling,17232,17232,1
a,17233,17233,1
great,17234,17234,1
deal,17235,17235,1
worse,17236,17236,1
than,17237,17237,1
I,17238,17238,1
have,17239,17239,1
ever,17240,17240,1
done,17241,17241,1
since,17242,17242,1
",",17243,17243,1
even,17244,17244,1
from,17245,17245,1
the,17246,17246,1
greatest,17247,17247,0
subsequent,17248,17248,0
misfortunes,17249,17249,0
.,17250,17250,1
At,17251,17251,1
last,17252,17252,1
I,17253,17253,1
must,17254,17254,1
have,17255,17255,1
fallen,17256,17256,0
into,17257,17257,1
a,17258,17258,1
troubled,17259,17259,0
nightmare,17260,17260,1
of,17261,17261,1
a,17262,17262,1
doze,17263,17263,1
;,17264,17264,1
and,17265,17265,1
slowly,17266,17266,1
waking,17267,17267,1
from,17268,17268,1
it—half,17269,17269,0
steeped,17270,17270,0
in,17271,17271,1
dreams—I,17272,17272,0
opened,17273,17273,1
my,17274,17274,1
eyes,17275,17275,1
",",17276,17276,1
and,17277,17277,1
the,17278,17278,1
before,17279,17279,1
sun-lit,17280,17280,0
room,17281,17281,1
was,17282,17282,1
now,17283,17283,1
wrapped,17284,17284,0
in,17285,17285,1
outer,17286,17286,0
darkness,17287,17287,1
.,17288,17288,1
Instantly,17289,17289,0
I,17290,17290,1
felt,17291,17291,1
a,17292,17292,1
shock,17293,17293,0
running,17294,17294,1
through,17295,17295,1
all,17296,17296,1
my,17297,17297,1
frame,17298,17298,0
;,17299,17299,1
nothing,17300,17300,1
was,17301,17301,1
to,17302,17302,1
be,17303,17303,1
seen,17304,17304,1
",",17305,17305,1
and,17306,17306,1
nothing,17307,17307,1
was,17308,17308,1
to,17309,17309,1
be,17310,17310,1
heard,17311,17311,1
;,17312,17312,1
but,17313,17313,1
a,17314,17314,1
supernatural,17315,17315,0
hand,17316,17316,1
seemed,17317,17317,1
placed,17318,17318,1
in,17319,17319,1
mine,17320,17320,1
.,17321,17321,1
My,17322,17322,1
arm,17323,17323,1
hung,17324,17324,1
over,17325,17325,1
the,17326,17326,1
counterpane,17327,17327,1
",",17328,17328,1
and,17329,17329,1
the,17330,17330,1
nameless,17331,17331,1
",",17332,17332,1
unimaginable,17333,17333,1
",",17334,17334,1
silent,17335,17335,1
form,17336,17336,1
or,17337,17337,1
phantom,17338,17338,1
",",17339,17339,1
to,17340,17340,1
which,17341,17341,1
the,17342,17342,1
hand,17343,17343,1
belonged,17344,17344,1
",",17345,17345,1
seemed,17346,17346,1
closely,17347,17347,0
seated,17348,17348,1
by,17349,17349,1
my,17350,17350,1
bed-side,17351,17351,1
.,17352,17352,1
For,17353,17353,1
what,17354,17354,1
seemed,17355,17355,1
ages,17356,17356,0
piled,17357,17357,0
on,17358,17358,1
ages,17359,17359,1
",",17360,17360,1
I,17361,17361,1
lay,17362,17362,1
there,17363,17363,1
",",17364,17364,1
frozen,17365,17365,1
with,17366,17366,1
the,17367,17367,1
most,17368,17368,1
awful,17369,17369,0
fears,17370,17370,0
",",17371,17371,1
not,17372,17372,1
daring,17373,17373,0
to,17374,17374,1
drag,17375,17375,0
away,17376,17376,1
my,17377,17377,1
hand,17378,17378,1
;,17379,17379,1
yet,17380,17380,1
ever,17381,17381,1
thinking,17382,17382,1
that,17383,17383,1
if,17384,17384,1
I,17385,17385,1
could,17386,17386,1
but,17387,17387,1
stir,17388,17388,0
it,17389,17389,1
one,17390,17390,1
single,17391,17391,1
inch,17392,17392,0
",",17393,17393,1
the,17394,17394,1
horrid,17395,17395,1
spell,17396,17396,1
would,17397,17397,1
be,17398,17398,1
broken,17399,17399,1
.,17400,17400,1
I,17401,17401,1
knew,17402,17402,1
not,17403,17403,1
how,17404,17404,1
this,17405,17405,1
consciousness,17406,17406,0
at,17407,17407,1
last,17408,17408,1
glided,17409,17409,0
away,17410,17410,1
from,17411,17411,1
me,17412,17412,1
;,17413,17413,1
but,17414,17414,1
waking,17415,17415,1
in,17416,17416,1
the,17417,17417,1
morning,17418,17418,1
",",17419,17419,1
I,17420,17420,1
shudderingly,17421,17421,0
remembered,17422,17422,1
it,17423,17423,1
all,17424,17424,1
",",17425,17425,1
and,17426,17426,1
for,17427,17427,1
days,17428,17428,1
and,17429,17429,1
weeks,17430,17430,0
and,17431,17431,1
months,17432,17432,0
afterwards,17433,17433,1
I,17434,17434,1
lost,17435,17435,1
myself,17436,17436,1
in,17437,17437,1
confounding,17438,17438,0
attempts,17439,17439,0
to,17440,17440,1
explain,17441,17441,1
the,17442,17442,1
mystery,17443,17443,1
.,17444,17444,1
Nay,17445,17445,0
",",17446,17446,1
to,17447,17447,1
this,17448,17448,1
very,17449,17449,1
hour,17450,17450,1
",",17451,17451,1
I,17452,17452,1
often,17453,17453,0
puzzle,17454,17454,0
myself,17455,17455,1
with,17456,17456,1
it,17457,17457,1
.,17458,17458,1
Now,17459,17459,1
",",17460,17460,1
take,17461,17461,1
away,17462,17462,1
the,17463,17463,1
awful,17464,17464,1
fear,17465,17465,1
",",17466,17466,1
and,17467,17467,1
my,17468,17468,1
sensations,17469,17469,1
at,17470,17470,1
feeling,17471,17471,1
the,17472,17472,1
supernatural,17473,17473,1
hand,17474,17474,1
in,17475,17475,1
mine,17476,17476,1
were,17477,17477,1
very,17478,17478,1
similar,17479,17479,1
",",17480,17480,1
in,17481,17481,1
their,17482,17482,1
strangeness,17483,17483,0
",",17484,17484,1
to,17485,17485,1
those,17486,17486,1
which,17487,17487,1
I,17488,17488,1
experienced,17489,17489,0
on,17490,17490,1
waking,17491,17491,1
up,17492,17492,1
and,17493,17493,1
seeing,17494,17494,1
Queequeg,17495,17495,1
’,17496,17496,1
s,17497,17497,1
pagan,17498,17498,1
arm,17499,17499,1
thrown,17500,17500,1
round,17501,17501,1
me,17502,17502,1
.,17503,17503,1
But,17504,17504,1
at,17505,17505,1
length,17506,17506,1
all,17507,17507,1
the,17508,17508,1
past,17509,17509,0
night,17510,17510,1
’,17511,17511,1
s,17512,17512,1
events,17513,17513,0
soberly,17514,17514,0
recurred,17515,17515,0
",",17516,17516,1
one,17517,17517,1
by,17518,17518,1
one,17519,17519,1
",",17520,17520,1
in,17521,17521,1
fixed,17522,17522,1
reality,17523,17523,1
",",17524,17524,1
and,17525,17525,1
then,17526,17526,1
I,17527,17527,1
lay,17528,17528,1
only,17529,17529,1
alive,17530,17530,0
to,17531,17531,1
the,17532,17532,1
comical,17533,17533,0
predicament,17534,17534,0
.,17535,17535,1
For,17536,17536,1
though,17537,17537,1
I,17538,17538,1
tried,17539,17539,1
to,17540,17540,1
move,17541,17541,0
his,17542,17542,1
arm—unlock,17543,17543,0
his,17544,17544,1
bridegroom,17545,17545,0
clasp—yet,17546,17546,0
",",17547,17547,1
sleeping,17548,17548,1
as,17549,17549,1
he,17550,17550,1
was,17551,17551,1
",",17552,17552,1
he,17553,17553,1
still,17554,17554,1
hugged,17555,17555,0
me,17556,17556,1
tightly,17557,17557,0
",",17558,17558,1
as,17559,17559,1
though,17560,17560,1
naught,17561,17561,0
but,17562,17562,1
death,17563,17563,1
should,17564,17564,1
part,17565,17565,1
us,17566,17566,1
twain,17567,17567,0
.,17568,17568,1
I,17569,17569,1
now,17570,17570,1
strove,17571,17571,0
to,17572,17572,1
rouse,17573,17573,0
him—,17574,17574,0
“,17575,17575,1
Queequeg,17576,17576,1
!,17577,17577,1
”,17578,17578,1
—but,17579,17579,1
his,17580,17580,1
only,17581,17581,1
answer,17582,17582,1
was,17583,17583,1
a,17584,17584,1
snore,17585,17585,0
.,17586,17586,1
I,17587,17587,1
then,17588,17588,1
rolled,17589,17589,1
over,17590,17590,1
",",17591,17591,1
my,17592,17592,1
neck,17593,17593,1
feeling,17594,17594,1
as,17595,17595,1
if,17596,17596,1
it,17597,17597,1
were,17598,17598,1
in,17599,17599,1
a,17600,17600,1
horse-collar,17601,17601,0
;,17602,17602,1
and,17603,17603,1
suddenly,17604,17604,1
felt,17605,17605,1
a,17606,17606,1
slight,17607,17607,0
scratch,17608,17608,0
.,17609,17609,1
Throwing,17610,17610,0
aside,17611,17611,0
the,17612,17612,1
counterpane,17613,17613,1
",",17614,17614,1
there,17615,17615,1
lay,17616,17616,1
the,17617,17617,1
tomahawk,17618,17618,1
sleeping,17619,17619,1
by,17620,17620,1
the,17621,17621,1
savage,17622,17622,1
’,17623,17623,1
s,17624,17624,1
side,17625,17625,1
",",17626,17626,1
as,17627,17627,1
if,17628,17628,1
it,17629,17629,1
were,17630,17630,1
a,17631,17631,1
hatchet-faced,17632,17632,0
baby,17633,17633,1
.,17634,17634,1
A,17635,17635,1
pretty,17636,17636,1
pickle,17637,17637,0
",",17638,17638,1
truly,17639,17639,1
",",17640,17640,1
thought,17641,17641,1
I,17642,17642,1
;,17643,17643,1
abed,17644,17644,1
here,17645,17645,1
in,17646,17646,1
a,17647,17647,1
strange,17648,17648,1
house,17649,17649,1
in,17650,17650,1
the,17651,17651,1
broad,17652,17652,1
day,17653,17653,1
",",17654,17654,1
with,17655,17655,1
a,17656,17656,1
cannibal,17657,17657,1
and,17658,17658,1
a,17659,17659,1
tomahawk,17660,17660,1
!,17661,17661,1
“,17662,17662,1
Queequeg,17663,17663,1
!,17664,17664,1
—in,17665,17665,0
the,17666,17666,1
name,17667,17667,1
of,17668,17668,1
goodness,17669,17669,0
",",17670,17670,1
Queequeg,17671,17671,1
",",17672,17672,1
wake,17673,17673,1
!,17674,17674,1
”,17675,17675,1
At,17676,17676,1
length,17677,17677,1
",",17678,17678,1
by,17679,17679,1
dint,17680,17680,1
of,17681,17681,1
much,17682,17682,1
wriggling,17683,17683,0
",",17684,17684,1
and,17685,17685,1
loud,17686,17686,1
and,17687,17687,1
incessant,17688,17688,0
expostulations,17689,17689,0
upon,17690,17690,1
the,17691,17691,1
unbecomingness,17692,17692,0
of,17693,17693,1
his,17694,17694,1
hugging,17695,17695,1
a,17696,17696,1
fellow,17697,17697,1
male,17698,17698,1
in,17699,17699,1
that,17700,17700,1
matrimonial,17701,17701,0
sort,17702,17702,1
of,17703,17703,1
style,17704,17704,0
",",17705,17705,1
I,17706,17706,1
succeeded,17707,17707,1
in,17708,17708,1
extracting,17709,17709,0
a,17710,17710,1
grunt,17711,17711,1
;,17712,17712,1
and,17713,17713,1
presently,17714,17714,1
",",17715,17715,1
he,17716,17716,1
drew,17717,17717,0
back,17718,17718,1
his,17719,17719,1
arm,17720,17720,1
",",17721,17721,1
shook,17722,17722,0
himself,17723,17723,1
all,17724,17724,1
over,17725,17725,1
like,17726,17726,1
a,17727,17727,1
Newfoundland,17728,17728,0
dog,17729,17729,0
just,17730,17730,1
from,17731,17731,1
the,17732,17732,1
water,17733,17733,1
",",17734,17734,1
and,17735,17735,1
sat,17736,17736,1
up,17737,17737,1
in,17738,17738,1
bed,17739,17739,1
",",17740,17740,1
stiff,17741,17741,1
as,17742,17742,1
a,17743,17743,1
pike-staff,17744,17744,0
",",17745,17745,1
looking,17746,17746,1
at,17747,17747,1
me,17748,17748,1
",",17749,17749,1
and,17750,17750,1
rubbing,17751,17751,0
his,17752,17752,1
eyes,17753,17753,1
as,17754,17754,1
if,17755,17755,1
he,17756,17756,1
did,17757,17757,1
not,17758,17758,1
altogether,17759,17759,1
remember,17760,17760,1
how,17761,17761,1
I,17762,17762,1
came,17763,17763,1
to,17764,17764,1
be,17765,17765,1
there,17766,17766,1
",",17767,17767,1
though,17768,17768,1
a,17769,17769,1
dim,17770,17770,1
consciousness,17771,17771,1
of,17772,17772,1
knowing,17773,17773,1
something,17774,17774,1
about,17775,17775,1
me,17776,17776,1
seemed,17777,17777,1
slowly,17778,17778,1
dawning,17779,17779,0
over,17780,17780,1
him,17781,17781,1
.,17782,17782,1
Meanwhile,17783,17783,1
",",17784,17784,1
I,17785,17785,1
lay,17786,17786,1
quietly,17787,17787,1
eyeing,17788,17788,1
him,17789,17789,1
",",17790,17790,1
having,17791,17791,1
no,17792,17792,1
serious,17793,17793,0
misgivings,17794,17794,0
now,17795,17795,1
",",17796,17796,1
and,17797,17797,1
bent,17798,17798,0
upon,17799,17799,1
narrowly,17800,17800,0
observing,17801,17801,1
so,17802,17802,1
curious,17803,17803,1
a,17804,17804,1
creature,17805,17805,0
.,17806,17806,1
When,17807,17807,1
",",17808,17808,1
at,17809,17809,1
last,17810,17810,1
",",17811,17811,1
his,17812,17812,1
mind,17813,17813,1
seemed,17814,17814,1
made,17815,17815,1
up,17816,17816,1
touching,17817,17817,1
the,17818,17818,1
character,17819,17819,0
of,17820,17820,1
his,17821,17821,1
bedfellow,17822,17822,1
",",17823,17823,1
and,17824,17824,1
he,17825,17825,1
became,17826,17826,1
",",17827,17827,1
as,17828,17828,1
it,17829,17829,1
were,17830,17830,1
",",17831,17831,1
reconciled,17832,17832,0
to,17833,17833,1
the,17834,17834,1
fact,17835,17835,1
;,17836,17836,1
he,17837,17837,1
jumped,17838,17838,1
out,17839,17839,1
upon,17840,17840,1
the,17841,17841,1
floor,17842,17842,1
",",17843,17843,1
and,17844,17844,1
by,17845,17845,1
certain,17846,17846,1
signs,17847,17847,0
and,17848,17848,1
sounds,17849,17849,1
gave,17850,17850,1
me,17851,17851,1
to,17852,17852,1
understand,17853,17853,1
that,17854,17854,1
",",17855,17855,1
if,17856,17856,1
it,17857,17857,1
pleased,17858,17858,1
me,17859,17859,1
",",17860,17860,1
he,17861,17861,1
would,17862,17862,1
dress,17863,17863,0
first,17864,17864,1
and,17865,17865,1
then,17866,17866,1
leave,17867,17867,0
me,17868,17868,1
to,17869,17869,1
dress,17870,17870,1
afterwards,17871,17871,1
",",17872,17872,1
leaving,17873,17873,1
the,17874,17874,1
whole,17875,17875,1
apartment,17876,17876,1
to,17877,17877,1
myself,17878,17878,1
.,17879,17879,1
Thinks,17880,17880,1
I,17881,17881,1
",",17882,17882,1
Queequeg,17883,17883,1
",",17884,17884,1
under,17885,17885,1
the,17886,17886,1
circumstances,17887,17887,1
",",17888,17888,1
this,17889,17889,1
is,17890,17890,1
a,17891,17891,1
very,17892,17892,1
civilized,17893,17893,0
overture,17894,17894,0
;,17895,17895,1
but,17896,17896,1
",",17897,17897,1
the,17898,17898,1
truth,17899,17899,1
is,17900,17900,1
",",17901,17901,1
these,17902,17902,1
savages,17903,17903,1
have,17904,17904,1
an,17905,17905,1
innate,17906,17906,0
sense,17907,17907,1
of,17908,17908,1
delicacy,17909,17909,0
",",17910,17910,1
say,17911,17911,1
what,17912,17912,1
you,17913,17913,1
will,17914,17914,1
;,17915,17915,1
it,17916,17916,1
is,17917,17917,1
marvellous,17918,17918,1
how,17919,17919,1
essentially,17920,17920,0
polite,17921,17921,1
they,17922,17922,1
are,17923,17923,1
.,17924,17924,1
I,17925,17925,1
pay,17926,17926,1
this,17927,17927,1
particular,17928,17928,1
compliment,17929,17929,0
to,17930,17930,1
Queequeg,17931,17931,1
",",17932,17932,1
because,17933,17933,1
he,17934,17934,1
treated,17935,17935,0
me,17936,17936,1
with,17937,17937,1
so,17938,17938,1
much,17939,17939,1
civility,17940,17940,0
and,17941,17941,1
consideration,17942,17942,1
",",17943,17943,1
while,17944,17944,1
I,17945,17945,1
was,17946,17946,1
guilty,17947,17947,0
of,17948,17948,1
great,17949,17949,1
rudeness,17950,17950,0
;,17951,17951,1
staring,17952,17952,0
at,17953,17953,1
him,17954,17954,1
from,17955,17955,1
the,17956,17956,1
bed,17957,17957,1
",",17958,17958,1
and,17959,17959,1
watching,17960,17960,0
all,17961,17961,1
his,17962,17962,1
toilette,17963,17963,0
motions,17964,17964,0
;,17965,17965,1
for,17966,17966,1
the,17967,17967,1
time,17968,17968,1
my,17969,17969,1
curiosity,17970,17970,1
getting,17971,17971,1
the,17972,17972,1
better,17973,17973,1
of,17974,17974,1
my,17975,17975,1
breeding,17976,17976,0
.,17977,17977,1
Nevertheless,17978,17978,0
",",17979,17979,1
a,17980,17980,1
man,17981,17981,1
like,17982,17982,1
Queequeg,17983,17983,1
you,17984,17984,1
don,17985,17985,1
’,17986,17986,1
t,17987,17987,1
see,17988,17988,1
every,17989,17989,1
day,17990,17990,1
",",17991,17991,1
he,17992,17992,1
and,17993,17993,1
his,17994,17994,1
ways,17995,17995,0
were,17996,17996,1
well,17997,17997,1
worth,17998,17998,0
unusual,17999,17999,0
regarding,18000,18000,0
.,18001,18001,1
He,18002,18002,1
commenced,18003,18003,1
dressing,18004,18004,0
at,18005,18005,1
top,18006,18006,1
by,18007,18007,1
donning,18008,18008,0
his,18009,18009,1
beaver,18010,18010,1
hat,18011,18011,0
",",18012,18012,1
a,18013,18013,1
very,18014,18014,1
tall,18015,18015,1
one,18016,18016,1
",",18017,18017,1
by,18018,18018,1
the,18019,18019,1
by,18020,18020,1
",",18021,18021,1
and,18022,18022,1
then—still,18023,18023,0
minus,18024,18024,0
his,18025,18025,1
trowsers—he,18026,18026,0
hunted,18027,18027,0
up,18028,18028,1
his,18029,18029,1
boots,18030,18030,1
.,18031,18031,1
What,18032,18032,1
under,18033,18033,1
the,18034,18034,1
heavens,18035,18035,1
he,18036,18036,1
did,18037,18037,1
it,18038,18038,1
for,18039,18039,1
",",18040,18040,1
I,18041,18041,1
can,18042,18042,1
not,18043,18043,1
tell,18044,18044,1
",",18045,18045,1
but,18046,18046,1
his,18047,18047,1
next,18048,18048,1
movement,18049,18049,0
was,18050,18050,1
to,18051,18051,1
crush,18052,18052,0
himself—boots,18053,18053,0
in,18054,18054,1
hand,18055,18055,1
",",18056,18056,1
and,18057,18057,1
hat,18058,18058,1
on—under,18059,18059,0
the,18060,18060,1
bed,18061,18061,1
;,18062,18062,1
when,18063,18063,1
",",18064,18064,1
from,18065,18065,1
sundry,18066,18066,0
violent,18067,18067,1
gaspings,18068,18068,0
and,18069,18069,1
strainings,18070,18070,0
",",18071,18071,1
I,18072,18072,1
inferred,18073,18073,1
he,18074,18074,1
was,18075,18075,1
hard,18076,18076,1
at,18077,18077,1
work,18078,18078,1
booting,18079,18079,0
himself,18080,18080,1
;,18081,18081,1
though,18082,18082,1
by,18083,18083,1
no,18084,18084,1
law,18085,18085,0
of,18086,18086,1
propriety,18087,18087,0
that,18088,18088,1
I,18089,18089,1
ever,18090,18090,1
heard,18091,18091,1
of,18092,18092,1
",",18093,18093,1
is,18094,18094,1
any,18095,18095,1
man,18096,18096,1
required,18097,18097,0
to,18098,18098,1
be,18099,18099,1
private,18100,18100,1
when,18101,18101,1
putting,18102,18102,1
on,18103,18103,1
his,18104,18104,1
boots,18105,18105,1
.,18106,18106,1
But,18107,18107,1
Queequeg,18108,18108,1
",",18109,18109,1
do,18110,18110,1
you,18111,18111,1
see,18112,18112,1
",",18113,18113,1
was,18114,18114,1
a,18115,18115,1
creature,18116,18116,1
in,18117,18117,1
the,18118,18118,1
transition,18119,18119,1
stage—neither,18120,18120,0
caterpillar,18121,18121,0
nor,18122,18122,1
butterfly,18123,18123,0
.,18124,18124,1
He,18125,18125,1
was,18126,18126,1
just,18127,18127,1
enough,18128,18128,1
civilized,18129,18129,1
to,18130,18130,1
show,18131,18131,0
off,18132,18132,1
his,18133,18133,1
outlandishness,18134,18134,0
in,18135,18135,1
the,18136,18136,1
strangest,18137,18137,0
possible,18138,18138,1
manners,18139,18139,0
.,18140,18140,1
His,18141,18141,1
education,18142,18142,0
was,18143,18143,1
not,18144,18144,1
yet,18145,18145,1
completed,18146,18146,0
.,18147,18147,1
He,18148,18148,1
was,18149,18149,1
an,18150,18150,1
undergraduate,18151,18151,0
.,18152,18152,1
If,18153,18153,1
he,18154,18154,1
had,18155,18155,1
not,18156,18156,1
been,18157,18157,1
a,18158,18158,1
small,18159,18159,1
degree,18160,18160,1
civilized,18161,18161,1
",",18162,18162,1
he,18163,18163,1
very,18164,18164,1
probably,18165,18165,1
would,18166,18166,1
not,18167,18167,1
have,18168,18168,1
troubled,18169,18169,1
himself,18170,18170,1
with,18171,18171,1
boots,18172,18172,1
at,18173,18173,1
all,18174,18174,1
;,18175,18175,1
but,18176,18176,1
then,18177,18177,1
",",18178,18178,1
if,18179,18179,1
he,18180,18180,1
had,18181,18181,1
not,18182,18182,1
been,18183,18183,1
still,18184,18184,1
a,18185,18185,1
savage,18186,18186,1
",",18187,18187,1
he,18188,18188,1
never,18189,18189,1
would,18190,18190,1
have,18191,18191,1
dreamt,18192,18192,0
of,18193,18193,1
getting,18194,18194,1
under,18195,18195,1
the,18196,18196,1
bed,18197,18197,1
to,18198,18198,1
put,18199,18199,1
them,18200,18200,1
on,18201,18201,1
.,18202,18202,1
At,18203,18203,1
last,18204,18204,1
",",18205,18205,1
he,18206,18206,1
emerged,18207,18207,1
with,18208,18208,1
his,18209,18209,1
hat,18210,18210,1
very,18211,18211,1
much,18212,18212,1
dented,18213,18213,0
and,18214,18214,1
crushed,18215,18215,0
down,18216,18216,1
over,18217,18217,1
his,18218,18218,1
eyes,18219,18219,1
",",18220,18220,1
and,18221,18221,1
began,18222,18222,1
creaking,18223,18223,1
and,18224,18224,1
limping,18225,18225,0
about,18226,18226,1
the,18227,18227,1
room,18228,18228,1
",",18229,18229,1
as,18230,18230,1
if,18231,18231,1
",",18232,18232,1
not,18233,18233,1
being,18234,18234,1
much,18235,18235,1
accustomed,18236,18236,0
to,18237,18237,1
boots,18238,18238,1
",",18239,18239,1
his,18240,18240,1
pair,18241,18241,1
of,18242,18242,1
damp,18243,18243,1
",",18244,18244,1
wrinkled,18245,18245,1
cowhide,18246,18246,0
ones—probably,18247,18247,0
not,18248,18248,1
made,18249,18249,1
to,18250,18250,1
order,18251,18251,1
either—rather,18252,18252,0
pinched,18253,18253,0
and,18254,18254,1
tormented,18255,18255,1
him,18256,18256,1
at,18257,18257,1
the,18258,18258,1
first,18259,18259,1
go,18260,18260,1
off,18261,18261,1
of,18262,18262,1
a,18263,18263,1
bitter,18264,18264,1
cold,18265,18265,1
morning,18266,18266,1
.,18267,18267,1
Seeing,18268,18268,0
",",18269,18269,1
now,18270,18270,1
",",18271,18271,1
that,18272,18272,1
there,18273,18273,1
were,18274,18274,1
no,18275,18275,1
curtains,18276,18276,0
to,18277,18277,1
the,18278,18278,1
window,18279,18279,1
",",18280,18280,1
and,18281,18281,1
that,18282,18282,1
the,18283,18283,1
street,18284,18284,1
being,18285,18285,1
very,18286,18286,1
narrow,18287,18287,1
",",18288,18288,1
the,18289,18289,1
house,18290,18290,1
opposite,18291,18291,1
commanded,18292,18292,0
a,18293,18293,1
plain,18294,18294,1
view,18295,18295,1
into,18296,18296,1
the,18297,18297,1
room,18298,18298,1
",",18299,18299,1
and,18300,18300,1
observing,18301,18301,1
more,18302,18302,1
and,18303,18303,1
more,18304,18304,1
the,18305,18305,1
indecorous,18306,18306,0
figure,18307,18307,1
that,18308,18308,1
Queequeg,18309,18309,1
made,18310,18310,1
",",18311,18311,1
staving,18312,18312,0
about,18313,18313,1
with,18314,18314,1
little,18315,18315,1
else,18316,18316,1
but,18317,18317,1
his,18318,18318,1
hat,18319,18319,1
and,18320,18320,1
boots,18321,18321,1
on,18322,18322,1
;,18323,18323,1
I,18324,18324,1
begged,18325,18325,0
him,18326,18326,1
as,18327,18327,1
well,18328,18328,1
as,18329,18329,1
I,18330,18330,1
could,18331,18331,1
",",18332,18332,1
to,18333,18333,1
accelerate,18334,18334,0
his,18335,18335,1
toilet,18336,18336,0
somewhat,18337,18337,1
",",18338,18338,1
and,18339,18339,1
particularly,18340,18340,1
to,18341,18341,1
get,18342,18342,1
into,18343,18343,1
his,18344,18344,1
pantaloons,18345,18345,1
as,18346,18346,1
